Time,x,y,z,q1,q2,q3,q4,qdot1,qdot2,qdot3,qdot4
16.1,0.1397088,0.0102912,0.2,0.0730177804624528,0.0779395060096327,1.2830412001834,4.55642859154508,0.184749885255633,0.08889516445133,0.0674473342737121,-0.107478082504818
16.2,0.1371696,0.0128304,0.2,0.092855396857315,0.087219784777753,1.29006736130482,4.54521474654538,0.209825246314619,0.0954161939328941,0.0720821956033082,-0.115249585260712
16.3,0.1344,0.0156,0.2,0.115093907552807,0.0970219709462591,1.29745533728946,4.53338246897163,0.235807991193447,0.100704256942606,0.0757214953098567,-0.121504682309759
16.4,0.1314144,0.0185856,0.2,0.139979538073984,0.107287743032558,1.30515522265005,4.52100478006984,0.262820636144645,0.104672221403078,0.0783098638925517,-0.126140580939081
16.5,0.1282272,0.0217728,0.2,0.167620363296945,0.117882675825308,1.31306088565474,4.50824624807132,0.290892788138033,0.107245359832375,0.0798076400760581,-0.129072165405357
16.6,0.1248528,0.0251472,0.2,0.198121441671315,0.128663530355133,1.32106142587126,4.4952814623761,0.319991863511809,0.108348557774343,0.080178975505468,-0.130215985659959
16.7,0.1213056,0.0286944,0.2,0.231789558668019,0.139542614011809,1.32908888464885,4.48221761777242,0.350097312153373,0.10787283710234,0.0793641631944068,-0.129449005149983
16.8,0.1176,0.0324,0.2,0.268311808632202,0.150235648325015,1.33693305665412,4.46939680277021,0.380834391992971,0.10581474846574,0.0773926902117959,-0.126780528899679
16.9,0.1137504,0.0362496,0.2,0.307928785770553,0.160640010810252,1.34452054698003,4.45694181976743,0.411961384587745,0.102088128420678,0.0742270639887902,-0.122118930460009
17,0.1097712,0.0402288,0.2,0.350661179821947,0.170587416199175,1.35173234184297,4.44505298549599,0.443030786707842,0.0966537179633763,0.0698677169507378,-0.115431172984916
17.1,0.1056768,0.0443232,0.2,0.396475303574565,0.179906189062243,1.35844982422622,4.43393326565659,0.473455984615901,0.0894999159005796,0.0643341072328927,-0.106717562125275
17.2,0.1014816,0.0485184,0.2,0.445271940089196,0.188425253704962,1.36455744577268,4.42378354307314,0.50251518050204,0.0806524436198861,0.0576691948867686,-0.0960219146849071
17.3,0.0972,0.0528,0.2,0.496873681121146,0.195978392093809,1.36994531840817,4.41479771802338,0.529371161066094,0.0701846066027553,0.049944055674094,-0.083442188391054
